config	seed	checkpoint	msgs_task	accuracy	hidden_size	layers	config_short	num_params
layers_4_hs_1536_heads_12_cl_256	13	5	relative_position_control	0.9897192120552063	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.7109823822975159	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	main_verb_relative_token_position	0.6880356073379517	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6503148674964905	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6409532427787781	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.7055768370628357	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	13	5	control_raising_relative_token_position	0.6887611746788025	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	main_verb_control	0.9803057909011841	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	control_raising_control	0.965401291847229	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	syntactic_category_control	0.7854686975479126	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	lexical_content_the_control	0.7610439658164978	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	relative_position_control	0.9815387725830078	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.6746911406517029	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	main_verb_relative_token_position	0.6816908121109009	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.630864143371582	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6368911862373352	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.6897053718566895	1536	4	4*1536	115688448
layers_4_hs_1536_heads_12_cl_256	0	5	control_raising_relative_token_position	0.6930414438247681	1536	4	4*1536	115688448
layers_8_hs_192_heads_12_cl_256	13	5	main_verb_control	0.9943119287490845	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	control_raising_control	0.9249738454818726	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	syntactic_category_control	0.8373823165893555	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	lexical_content_the_control	0.7677472233772278	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	relative_position_control	0.9918195605278015	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.6742839217185974	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	main_verb_relative_token_position	0.665252149105072	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6806477904319763	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6290765404701233	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.681648313999176	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	13	5	control_raising_relative_token_position	0.6683787703514099	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	main_verb_control	0.980183482170105	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	control_raising_control	0.9228814840316772	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	syntactic_category_control	0.8177667260169983	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	lexical_content_the_control	0.804340660572052	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	relative_position_control	0.9919853806495667	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.6709805727005005	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	main_verb_relative_token_position	0.6647165417671204	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.6309069991111755	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6466788053512573	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.6686890125274658	192	8	8*192	3854208
layers_8_hs_192_heads_12_cl_256	0	5	control_raising_relative_token_position	0.6711100339889526	192	8	8*192	3854208
layers_8_hs_384_heads_12_cl_256	13	5	main_verb_control	0.997186541557312	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	control_raising_control	0.9431325793266296	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	syntactic_category_control	0.8617327213287354	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	lexical_content_the_control	0.8418132066726685	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	relative_position_control	0.9995025396347046	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.6955971121788025	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	main_verb_relative_token_position	0.6932679414749146	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6804764270782471	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6408758759498596	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.6841722130775452	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	13	5	control_raising_relative_token_position	0.6932452917098999	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	main_verb_control	0.9946789145469666	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	control_raising_control	0.9249738454818726	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	syntactic_category_control	0.8582943677902222	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	lexical_content_the_control	0.7556043863296509	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	relative_position_control	0.9927592277526855	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.6885379552841187	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	main_verb_relative_token_position	0.6711437106132507	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.62855064868927	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6416882872581482	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.6752899885177612	384	8	8*384	14786304
layers_8_hs_384_heads_12_cl_256	0	5	control_raising_relative_token_position	0.6776323914527893	384	8	8*384	14786304
layers_8_hs_768_heads_12_cl_256	0	5	main_verb_control	0.9954128265380859	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	control_raising_control	0.9544163942337036	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	syntactic_category_control	0.8232907056808472	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	lexical_content_the_control	0.790219783782959	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	relative_position_control	0.9964625239372253	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.6886284351348877	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	main_verb_relative_token_position	0.7047626972198486	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.6803478598594666	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6280707120895386	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.678687572479248	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	0	5	control_raising_relative_token_position	0.6956911683082581	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	main_verb_control	0.9991437196731567	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	control_raising_control	0.9725003838539124	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	syntactic_category_control	0.8325347900390625	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	lexical_content_the_control	0.7591208815574646	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	relative_position_control	0.9842472076416016	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.670573353767395	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	main_verb_relative_token_position	0.6856459975242615	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6201533675193787	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6380130648612976	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.7237295508384705	768	8	8*768	56704512
layers_8_hs_768_heads_12_cl_256	13	5	control_raising_relative_token_position	0.685418426990509	768	8	8*768	56704512
layers_8_hs_1536_heads_12_cl_256	13	5	main_verb_control	0.9958409667015076	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	control_raising_control	0.9557614922523499	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	syntactic_category_control	0.8329857587814331	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	lexical_content_the_control	0.7626923322677612	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	relative_position_control	0.9834181070327759	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.7051903009414673	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	main_verb_relative_token_position	0.762648344039917	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6605115532875061	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6257108449935913	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.7788186073303223	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	13	5	control_raising_relative_token_position	0.6974440217018127	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	main_verb_control	0.996024489402771	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	control_raising_control	0.958376944065094	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	syntactic_category_control	0.8558706045150757	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	lexical_content_the_control	0.7639560699462891	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	relative_position_control	0.9902719259262085	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.7530205249786377	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	main_verb_relative_token_position	0.7338908910751343	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.7092241048812866	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	syntactic_category_relative_position	0.648729145526886	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.7997864484786987	1536	8	8*1536	229014528
layers_8_hs_1536_heads_12_cl_256	0	5	control_raising_relative_token_position	0.6925114989280701	1536	8	8*1536	229014528
layers_16_hs_192_heads_12_cl_256	0	5	main_verb_control	0.987339437007904	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	control_raising_control	0.9140636920928955	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	syntactic_category_control	0.8354095220565796	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	lexical_content_the_control	0.7743406295776367	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	relative_position_control	0.972971498966217	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.703742265701294	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	main_verb_relative_token_position	0.6757992506027222	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.701512336730957	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6424233317375183	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.6842693090438843	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	0	5	control_raising_relative_token_position	0.6689494848251343	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	main_verb_control	0.9835473895072937	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	control_raising_control	0.9369301795959473	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	syntactic_category_control	0.833831250667572	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	lexical_content_the_control	0.7937362790107727	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	relative_position_control	0.9903824925422668	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.682157576084137	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	main_verb_relative_token_position	0.7134970426559448	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.64765864610672	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6228094100952148	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.6726204752922058	192	16	16*192	7413120
layers_16_hs_192_heads_12_cl_256	13	5	control_raising_relative_token_position	0.6957727074623108	192	16	16*192	7413120
layers_16_hs_384_heads_12_cl_256	13	5	main_verb_control	0.9918654561042786	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	control_raising_control	0.9400687217712402	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	syntactic_category_control	0.846006453037262	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	lexical_content_the_control	0.7642307877540588	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	relative_position_control	0.9964625239372253	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.7453730702400208	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	main_verb_relative_token_position	0.7411420345306396	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.7084957957267761	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6217648386955261	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.7565402984619141	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	13	5	control_raising_relative_token_position	0.6910439729690552	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	main_verb_control	0.9916207790374756	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	control_raising_control	0.9627110958099365	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	syntactic_category_control	0.8292655348777771	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	lexical_content_the_control	0.7796703577041626	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	relative_position_control	0.9953570365905762	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.7530657649040222	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	main_verb_relative_token_position	0.7809821963310242	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.6303071975708008	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6272969841957092	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.743192732334137	384	16	16*384	28982016
layers_16_hs_384_heads_12_cl_256	0	5	control_raising_relative_token_position	0.6961803436279297	384	16	16*384	28982016
layers_16_hs_768_heads_12_cl_256	13	5	main_verb_control	0.9975535273551941	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	control_raising_control	0.9729487299919128	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	syntactic_category_control	0.8991037607192993	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	lexical_content_the_control	0.7590659260749817	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	relative_position_control	0.9983970522880554	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.7155075073242188	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	main_verb_relative_token_position	0.7504119873046875	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.7009982466697693	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6410692930221558	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.7545503377914429	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	13	5	control_raising_relative_token_position	0.7396355867385864	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	main_verb_control	0.9986544251441956	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	control_raising_control	0.9693618416786194	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	syntactic_category_control	0.842680811882019	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	lexical_content_the_control	0.7540659308433533	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	relative_position_control	0.9985076189041138	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.7118421792984009	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	main_verb_relative_token_position	0.7215721607208252	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.6595690250396729	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6279933452606201	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.8880259990692139	768	16	16*768	113407488
layers_16_hs_768_heads_12_cl_256	0	5	control_raising_relative_token_position	0.718845546245575	768	16	16*768	113407488
layers_16_hs_1536_heads_12_cl_256	0	5	main_verb_control	0.9988991022109985	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	control_raising_control	0.9754147529602051	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	syntactic_category_control	0.7838340401649475	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	lexical_content_the_control	0.760769248008728	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	relative_position_control	0.9959650635719299	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.8263269662857056	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	main_verb_relative_token_position	0.7850197553634644	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.6240092515945435	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6240086555480957	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.8969082236289978	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	0	5	control_raising_relative_token_position	0.7267538905143738	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	main_verb_control	0.9944953918457031	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	control_raising_control	0.9730234742164612	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	syntactic_category_control	0.7788738012313843	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	lexical_content_the_control	0.7646153569221497	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	relative_position_control	0.9940305352210999	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.7895379662513733	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	main_verb_relative_token_position	0.7695698738098145	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6271796226501465	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6275290846824646	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.9284570217132568	1536	16	16*1536	455666688
layers_16_hs_1536_heads_12_cl_256	13	5	control_raising_relative_token_position	0.7452610731124878	1536	16	16*1536	455666688
layers_24_hs_192_heads_12_cl_256	0	5	main_verb_control	0.9896024465560913	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	control_raising_control	0.9191451072692871	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	syntactic_category_control	0.8404261469841003	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	lexical_content_the_control	0.8167582154273987	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	relative_position_control	0.9998341798782349	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.7174080014228821	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	main_verb_relative_token_position	0.7524719834327698	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.6577695608139038	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6242794394493103	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.7203319668769836	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	0	5	control_raising_relative_token_position	0.6823610663414001	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	main_verb_control	0.9944342374801636	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	control_raising_control	0.9541922211647034	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	syntactic_category_control	0.8096499443054199	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	lexical_content_the_control	0.9342307448387146	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	relative_position_control	0.9875635504722595	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.6992623805999756	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	main_verb_relative_token_position	0.6879944205284119	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6282078623771667	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6195597648620605	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.7160607576370239	192	24	24*192	10972032
layers_24_hs_192_heads_12_cl_256	13	5	control_raising_relative_token_position	0.7038848996162415	192	24	24*192	10972032
layers_24_hs_384_heads_12_cl_256	13	5	main_verb_control	0.997431218624115	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	control_raising_control	0.937079668045044	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	syntactic_category_control	0.8755989074707031	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	lexical_content_the_control	0.7691208720207214	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	relative_position_control	0.9929250478744507	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.7488121390342712	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	main_verb_relative_token_position	0.750823974609375	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6845893263816833	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	syntactic_category_relative_position	0.6129831075668335	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.7927486300468445	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	13	5	control_raising_relative_token_position	0.7179487347602844	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	main_verb_control	0.9950459003448486	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	control_raising_control	0.9722762107849121	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	syntactic_category_control	0.8070570826530457	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	lexical_content_the_control	0.7809340953826904	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	relative_position_control	0.9736347794532776	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	main_verb_lexical_content_the	0.710348904132843	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	main_verb_relative_token_position	0.7309657335281372	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	syntactic_category_lexical_content_the	0.6644102931022644	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	syntactic_category_relative_position	0.6219969987869263	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	control_raising_lexical_content_the	0.7139251828193665	384	24	24*384	43177728
layers_24_hs_384_heads_12_cl_256	0	5	control_raising_relative_token_position	0.6923892498016357	384	24	24*384	43177728
layers_24_hs_768_heads_12_cl_256	13	5	main_verb_control	0.9987767338752747	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	control_raising_control	0.970557451248169	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	syntactic_category_control	0.839918851852417	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	lexical_content_the_control	0.753186821937561	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	relative_position_control	0.992095947265625	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	main_verb_lexical_content_the	0.7444228529930115	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	main_verb_relative_token_position	0.7734014391899109	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	syntactic_category_lexical_content_the	0.6677091717720032	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	syntactic_category_relative_position	0.608650267124176	768	24	24*768	170110464
layers_24_hs_768_heads_12_cl_256	13	5	control_raising_lexical_content_the	0.6832014918327332	768	24	24*768	170110464
